Class name	Wubi Label Sequece
䔕	0 4 6 24 
瓺	3 6 13 13 10 
䣦	18 6 11 13 
曡	9 9 9 6 21 
弶	23 24 8 24 
鏬	16 7 0 7 
獨	16 19 11 9 
㺝	16 19 0 11 
酻	18 6 4 1 
柮	18 1 12 7 
圐	11 11 24 21 
㵝	8 24 4 10 
蓻	0 5 20 24 
䟷	10 7 17 17 
膊	4 6 4 5 
䤧	16 11 10 6 1 
㣚	19 12 6 10 7 
炳	14 6 12 
鞑	0 5 3 15 
畺	6 11 6 6 
彗	3 7 3 21 
阓	20 10 7 12 13 
殕	6 16 20 10 
礏	3 14 6 22 
串	10 10 7 
嵭	12 20 15 24 
恁	22 19 5 13 
娥	21 19 17 
垑	5 16 16 24 
嗠	4 1 19 10 
汢	8 5 6 
樏	18 11 23 8 
拧	17 15 18 
腻	4 0 5 
粁	14 19 5 7 5 
㭹	18 23 24 23 
猫	16 19 0 11 11 
漨	8 19 3 15 
心	13 24 
䦈	3 3 0 6 
䖁	0 9 12 13 
聏	1 3 12 9 11 
塜	5 15 5 4 
㗠	21 2 10 23 
媛	21 4 5 2 
矿	3 24 19 
垍	5 19 7 6 
誇	24 3 5 13 
莿	0 6 12 9 15 
鏢	16 18 5 8 
瞌	7 5 2 11 15 
䂈	2 1 19 9 10 
砟	3 19 7 
緳	24 3 7 8 
嬺	21 0 0 13 
瓩	6 13 24 5 11 
衩	15 20 2 
洪	8 0 22 
憬	13 9 24 
柖	18 21 10 6 
㙝	5 11 11 4 
棌	18 4 18 24 21 
鬟	3 4 11 
㲭	14 14 14 13 
柈	18 20 5 7 
態	2 4 23 13 
痍	20 6 23 22 
珁	6 6 13 13 
疝	20 12 10 15 
毯	19 5 13 14 
堤	5 9 6 7 
請	24 6 4 6 
蜺	9 21 16 13 
娳	21 19 9 7 
外	16 7 
䤶	16 3 9 13 4 
蚠	22 21 9 20 
穘	19 5 5 16 4 
湐	8 18 17 6 
穩	19 4 0 13 
㩫	17 17 17 12 
䠅	10 7 11 19 
飨	23 19 22 
䟉	5 7 11 9 
湅	8 6 11 8 
噄	10 3 7 8 
邊	19 7 15 15 17 
摥	17 19 9 17 
碧	6 17 3 
瀜	8 6 10 9 24 
蘞	0 22 6 19 
盬	0 7 13 11 17 
儫	22 24 15 4 
锾	16 4 5 2 
㬂	9 9 12 24 
妧	21 5 16 13 
阋	20 21 16 
缔	23 20 15 
鐖	16 23 23 19 
㳦	8 0 0 7 
䧩	1 13 1 19 
斉	24 9 5 
脼	4 6 12 24 
坈	5 15 12 13 16 
㠐	12 19 3 10 
腋	4 24 22 24 
漗	8 19 11 13 
旄	24 19 19 13 
杢	18 0 5 12 
穟	19 20 4 15 
螧	9 5 19 9 16 
䣞	10 10 20 1 
釽	16 17 7 24 
務	2 1 19 11 
憖	18 22 22 13 7 
鈜	16 3 2 24 
腢	4 9 12 24 
㣝	19 0 3 19 
壚	5 7 0 11 
㪙	9 18 19 24 
巭	0 11 5 22 
汒	8 24 13 13 
炐	14 3 7 7 
譃	24 7 0 6 
㷅	1 2 14 20 
馊	16 13 21 2 
㳢	8 19 3 9 4 
豦	7 0 4 8 
㕎	3 5 2 11 
墮	1 3 0 5 
坪	5 6 20 
糲	14 3 0 24 
翡	3 9 3 13 
潆	8 0 15 8 
氟	17 13 23 
夒	3 7 7 19 
箽	19 19 6 5 
䠥	10 7 20 19 23 
靰	0 5 6 16 12 
彊	23 6 11 6 
医	0 19 3 
磾	3 10 10 5 
乚	13 13 11 11 
猿	16 19 5 4 
睚	7 3 
葱	0 16 17 13 
蝵	19 14 9 20 
叀	6 9 7 2 
歽	6 16 17 7 
譶	24 24 24 5 
䆏	19 14 11 22 
浦	8 6 4 24 
甅	6 13 24 5 24 
谋	24 0 5 
譚	24 18 9 7 
㼰	17 19 5 13 19 
濧	8 14 6 5 
贾	18 12 20 19 
㑨	22 10 19 3 
豾	4 4 6 6 23 
妺	21 6 18 24 
疊	11 11 11 6 15 
灇	8 14 6 2 
眡	7 16 0 24 
饏	13 1 19 4 
琱	6 12 5 10 
榰	18 5 19 9 
脷	4 19 9 7 
覿	5 11 12 16 
㣉	0 4 19 19 
㲥	24 21 7 13 15 
岜	12 2 1 
塊	5 17 16 2 
䣻	18 6 22 10 1 
㷆	14 22 13 5 
矮	19 3 19 21 
蓑	0 24 10 
訶	24 18 10 6 
洣	8 14 24 
迻	16 16 15 8 
䄫	19 13 13 
鞴	0 5 0 4 
恅	13 5 19 23 
笡	19 4 6 5 
恗	13 3 5 13 
屘	13 19 5 1 
闺	20 5 5 3 20 
绌	23 1 12 
座	24 22 22 
侶	22 10 19 10 
倡	22 9 9 6 
站	20 7 
牒	19 7 6 18 
嬦	21 5 13 5 
桒	5 0 18 20 15 
吸	10 4 
犕	19 17 0 4 
惆	13 12 5 
䉂	19 11 23 8 
㾋	20 22 18 8 
划	0 9 
盱	7 6 5 
飂	12 19 9 4 4 
亴	24 15 5 21 
䓘	0 19 7 10 
硂	3 22 6 6 
馍	16 13 0 3 
䐋	4 22 2 13 
倅	22 24 22 5 
淝	8 4 2 
鐹	16 12 13 15 
钰	16 6 24 24 0 
䂆	2 1 19 24 25 
襝	15 20 22 22 
瓄	6 5 11 12 
耮	3 8 14 11 
忋	13 13 13 
阅	20 20 10 
艎	19 4 17 6 
瓬	24 6 13 13 
裶	15 20 3 3 
桔	18 5 10 
厘	3 9 5 3 
槀	24 12 10 18 21 
㵥	8 15 13 11 
挈	3 7 21 17 
䛔	24 3 12 9 
苾	0 13 19 17 
㗉	3 7 21 10 
入	19 24 
㳋	8 17 6 6 18 
㹜	3 3 24 9 
膓	4 19 9 17 
瀐	8 5 0 6 
剐	10 12 22 9 
雹	5 16 13 
副	6 10 11 
芌	0 5 13 1 
砘	3 6 1 
倍	22 20 10 
胼	4 20 0 
乼	8 24 6 13 
算	19 7 0 
峴	12 7 16 13 
㞔	13 16 16 8 
薒	0 7 16 14 
钜	16 0 13 
壱	5 15 23 1 
儘	22 21 7 11 
渏	8 3 18 10 
陰	1 22 24 2 
袠	24 17 22 4 
鉍	16 13 19 19 
鞐	0 5 7 7 
啊	10 1 
褔	15 20 6 11 
銁	16 16 9 6 
茌	0 22 5 5 
㸢	19 7 6 4 
蜆	9 7 16 13 22 
鏍	16 11 23 8 
抏	17 5 16 13 
啺	10 9 6 17 
聚	1 2 19 
杛	18 23 13 3 
椢	18 11 6 24 
䏩	4 22 6 10 
礳	3 24 18 3 14 
険	1 22 6 22 
澞	8 7 0 3 
剼	2 2 2 9 22 
疒	20 24 6 6 
咎	19 7 10 
侘	22 15 19 0 
吝	24 10 5 
冬	19 20 20 
拗	17 23 11 
䚅	18 22 22 16 17 
饧	16 13 13 17 
䆄	19 24 11 6 12 
㨏	17 12 3 14 
冾	20 22 6 10 
昽	9 3 23 13 
䶮	3 23 6 3 
虝	7 0 12 17 
黪	11 5 14 4 21 
㖜	24 10 23 1 
挕	17 1 6 
砇	3 24 24 
㞦	12 12 13 
矫	19 3 19 9 
㺰	6 6 12 7 
䎂	13 16 13 13 6 
㛩	21 24 2 4 
㦌	19 5 13 13 15 
硥	3 3 13 4 
䥒	23 10 9 16 
榃	18 18 11 5 
脚	4 5 2 1 
敂	16 10 19 24 
绻	23 20 3 1 
朌	4 22 21 13 
㿖	20 7 0 11 
䗝	15 24 9 9 
㖗	10 12 22 13 
毓	19 23 6 16 
宯	15 5 19 1 
㤳	13 6 8 10 
俶	22 7 8 2 
䞿	15 5 9 7 
辜	3 20 9 
肉	12 22 22 
爚	14 22 6 0 
引	23 7 
㛉	21 18 6 
鬔	3 4 19 15 
舵	19 4 15 23 
帛	17 12 7 
躹	19 12 3 14 
榨	18 15 22 
拕	17 15 23 13 
治	8 2 10 
跔	10 7 16 10 
㩹	17 11 11 6 1 
勾	16 2 8 
沞	8 6 12 7 
謡	24 4 17 12 
晴	9 6 4 
覅	18 21 16 17 
槄	18 4 21 6 3 
琈	6 4 1 6 
㐆	17 21 13 21 
罁	17 12 12 12 
坍	5 12 24 6 
捱	17 3 5 5 22 
㐳	22 6 16 13 
熇	14 24 12 10 
䵨	11 5 14 4 12 
㢶	23 3 9 6 1 
䇵	19 8 17 9 
誴	24 15 5 8 
稃	19 4 1 6 
銣	16 21 10 6 6 
琖	6 0 0 19 
毽	19 5 13 15 
㟒	12 21 19 10 18 
䛪	24 15 22 23 
䜧	24 21 24 7 3 
栏	18 20 5 
㑂	22 6 12 22 
闲	20 18 8 
虃	0 8 22 6 
浏	8 24 9 7 
豞	4 16 10 6 
䒕	0 8 20 1 
渞	8 20 19 7 
粰	14 4 1 6 8 
褋	15 20 0 18 
鋗	16 10 4 6 
煌	14 17 
藲	0 18 0 10 
茹	0 21 10 
蚭	9 13 23 13 
笞	19 2 10 
婪	18 18 21 
㿶	20 15 24 2 
㗁	10 10 10 13 9 
㴅	8 11 22 10 
钉	16 18 
詈	11 24 5 
䁻	7 23 17 18 
貯	12 15 18 7 
分	22 21 
瀎	8 0 11 19 
咲	10 20 3 24 
罱	11 5 12 
価	22 18 6 10 
瓼	6 13 24 5 
蚚	9 17 7 7 
錃	8 7 2 16 
餐	7 16 
黁	24 18 18 9 25 
墐	5 0 10 6 
䍮	20 3 8 16 
割	15 3 7 9 
枉	18 6 6 
识	24 10 22 
褍	15 20 12 9 
㪭	7 0 11 2 
遒	20 18 6 15 
㕐	3 21 16 14 3 
㔋	0 7 13 9 18 
錒	16 1 18 10 
䗪	24 0 14 9 
犴	16 19 5 7 24 
滇	8 5 7 22 
怎	19 7 5 13 
㩤	17 6 4 19 
㤇	13 19 3 24 
观	2 12 
鋥	16 10 6 6 
涝	8 0 15 
諾	24 0 3 10 
矺	3 19 0 13 
㖋	22 9 10 23 
瘹	20 16 16 24 
佦	22 3 6 18 
㭙	18 5 5 24 
痡	20 6 4 24 
硹	3 18 22 2 
穉	19 13 8 7 17 
笑	19 19 3 
薸	0 8 18 8 
㝧	15 21 22 5 
畽	11 19 6 5 
升	19 0 10 
芓	0 1 5 17 
臮	19 7 22 20 
澤	8 11 5 5 
檢	18 22 6 22 
懵	13 0 11 
胢	4 18 10 6 
耊	5 19 6 5 21 
沍	8 6 23 6 
霧	5 2 1 11 
㭓	18 2 0 7 
㔶	0 20 9 12 
䣡	20 6 19 1 
臣	0 7 13 
㞌	13 1 3 
惔	13 14 14 24 
梉	18 13 7 5 9 
苔	0 2 10 
楄	18 24 13 0 
啑	10 6 21 7 
梸	18 19 9 7 
孯	0 7 13 1 
髺	3 4 19 3 
䁭	7 3 3 3 
糸	23 8 20 
痳	20 18 18 8 
㤭	13 19 3 9 
岞	12 19 7 5 
沐	8 18 24 
㪡	15 3 7 2 8 
俩	22 6 12 
㘨	5 12 22 24 
嫹	21 0 12 22 
濍	8 0 16 13 
恹	13 3 3 24 
蔨	0 11 20 1 
嫟	21 0 0 10 
崀	12 24 21 4 17 
矶	3 12 13 
灥	17 8 17 8 
峤	12 19 3 9 
栧	18 9 23 19 
褦	15 20 2 23 
唍	10 15 5 16 
剮	12 13 12 9 
刕	21 21 21 1 
勞	14 14 15 11 
儩	22 12 9 17 
团	11 5 19 
墎	5 24 1 1 9 
犷	16 19 24 19 
㤨	13 0 22 24 
溥	8 6 4 5 
䄎	15 24 3 10 
穤	19 5 3 9 
果	9 18 
厦	3 3 7 
詊	24 20 5 7 
瀒	8 18 22 10 
㫖	7 9 5 
祥	15 24 20 
聶	1 1 1 5 13 
㭧	19 4 18 20 
吁	10 6 5 7 
靐	5 11 5 11 
嗧	11 10 22 0 
朓	4 8 16 13 5 
䘑	19 11 24 8 
䆝	15 22 19 11 
髜	24 12 10 0 
需	5 3 12 
欛	18 5 0 4 
犖	14 14 15 7 
䪇	0 5 0 5 15 
鑓	16 10 7 15 
慅	13 2 24 9 
睃	7 2 22 
黜	11 5 14 12 20 
仸	22 19 3 24 
㹱	16 19 10 7 6 
痺	20 17 19 5 
菖	0 9 9 5 
娽	21 21 8 24 
序	24 2 1 
绋	23 23 9 
鎐	16 4 17 12 22 
䓛	0 13 1 12 
愂	5 15 1 13 
贞	7 12 
釿	16 17 7 
沽	8 3 6 11 
竴	20 20 18 5 
硻	0 7 13 3 
缘	23 23 4 
㵊	8 9 1 2 
囚	11 22 8 
盁	4 11 5 17 
彳	19 19 19 7 
隃	1 22 6 9 
㫋	24 19 12 5 
䁨	7 24 1 1 
醖	18 6 9 11 
㣨	19 21 3 6 
岤	12 15 22 24 
㔦	20 3 24 11 
檍	18 20 9 13 
咙	10 3 23 
彍	23 24 0 22 11 
褅	15 20 20 7 
䩘	0 5 6 23 
虻	9 24 13 
欇	18 1 1 1 
芝	0 15 
匐	16 6 10 
妜	21 13 22 24 11 
栁	18 16 1 7 19 
帒	22 0 12 7 
悠	22 7 19 13 20 
萜	0 12 7 10 
濭	8 0 5 11 
婩	21 12 3 5 
㿟	17 17 6 
蹝	10 7 19 7 5 
掯	17 7 4 6 
㱑	7 16 20 4 
髡	3 4 6 16 
暔	9 5 12 5 
衮	20 2 4 20 
廃	24 22 5 16 
㬲	6 9 16 11 
瑨	6 6 14 9 
䢦	24 23 8 15 
最	9 1 
礧	3 11 11 11 
桃	18 8 16 
㫽	9 21 8 24 
唣	10 17 0 
歧	7 5 2 
蓄	0 24 23 
䦽	1 2 1 7 
蠂	9 0 0 18 
谆	24 24 1 6 2 
旫	9 21 13 0 
能	2 4 
䃄	3 24 8 24 2 
竗	20 8 19 19 
竃	15 22 5 13 
壳	5 15 12 
奿	21 24 21 3 
䀂	15 21 11 5 
㭱	18 0 11 7 
邭	16 10 1 7 
傹	22 20 9 16 
僾	22 4 15 19 
譸	24 5 13 5 
䔒	0 1 20 10 
莖	0 6 21 0 
崗	12 12 20 12 
樗	18 5 5 13 
胨	4 0 8 
卉	5 0 9 
翢	12 5 10 13 
拓	17 3 
厠	3 12 9 10 6 
鉙	16 10 22 24 
陲	1 19 6 5 19 
稾	24 12 10 19 
荸	0 5 15 1 
㘒	19 19 6 23 
鉏	16 4 6 6 17 
莢	0 3 22 22 25 
芷	0 7 5 17 
筴	19 3 22 22 21 
剫	24 0 2 9 
䉝	19 20 6 19 
石	3 6 19 6 
烐	14 19 4 24 
蟲	9 9 9 20 
邫	3 19 10 2 
広	24 2 8 
褬	15 20 2 18 
儀	22 20 6 19 
蕖	0 8 0 18 
䏐	4 13 22 24 
春	3 22 
嘷	10 19 7 5 21 
瓅	6 23 17 18 
荃	0 22 6 5 
趕	5 7 9 5 
㽤	11 16 14 24 
䠙	10 7 20 24 
匠	0 17 
瘞	20 3 22 5 
䈣	19 6 7 19 
娑	8 8 19 21 
禅	15 24 20 5 
活	8 19 3 
䩡	0 5 3 22 
愍	13 0 19 13 
䰁	3 4 21 8 
僈	22 9 11 2 
仱	22 22 24 13 3 
㒀	22 20 12 3 
咩	10 20 3 
珏	6 6 24 
嫫	21 0 9 3 
屠	13 5 19 
糧	14 9 6 5 
錘	16 19 6 5 12 
䆆	19 10 10 18 
䀆	21 7 6 11 
熪	14 19 16 16 
踧	10 7 7 2 24 
㺙	16 19 15 12 5 
熟	24 1 21 
捘	17 2 22 19 
滿	8 0 12 24 
翇	13 3 2 20 
豧	4 6 4 24 4 
缁	23 21 11 
悰	13 15 5 8 
孖	1 1 6 10 
傼	22 0 10 22 
螬	9 6 12 9 
殂	6 16 4 
祬	15 24 6 5 20 
楗	18 21 5 15 
侉	22 3 5 
燠	14 19 12 
炕	14 24 12 
鋩	16 0 24 13 23 
渧	8 20 15 7 
㦎	13 21 5 6 
庬	24 3 13 4 
蝯	9 4 5 2 
鏾	16 0 4 19 
撵	17 5 22 11 7 
惘	13 12 20 
皤	17 19 14 11 
跊	10 7 5 8 
拦	17 20 5 
珉	6 13 0 
伏	22 3 24 6 
瀡	8 1 3 15 
払	17 2 24 3 
鈔	16 8 19 19 
㫪	3 22 7 9 
腒	4 13 3 6 
㵼	8 15 21 14 20 
貇	4 4 21 4 
灴	14 0 6 9 
氜	17 13 9 5 
苺	0 23 6 20 
栕	18 0 7 7 
䚶	24 6 3 24 
耸	22 22 1 
笒	19 22 24 13 
干	5 6 6 7 
己	13 13 6 
㜚	21 15 22 9 
茠	0 22 18 20 
趬	5 7 5 16 
昁	9 6 12 7 
㦻	13 17 0 19 
仯	22 8 19 19 
㠺	12 7 8 19 
聣	1 21 16 13 
钬	16 14 24 
渊	8 19 14 
堹	5 19 6 5 
羊	20 3 9 
䨎	5 23 2 20 
㬓	9 18 5 8 
荻	0 16 19 14 
萍	0 8 6 7 
䕈	0 13 7 18 
衝	19 19 6 7 
䤱	16 12 17 7 
㩨	17 3 7 13 
豝	4 2 13 
瘋	20 12 19 9 17 
䐦	4 5 2 11 
蛰	17 21 24 9 
枛	18 17 7 24 
㖺	10 3 22 9 
德	19 5 11 
䤈	18 6 22 11 
悌	13 20 23 
㯣	18 0 22 18 
貣	0 12 20 
荣	0 15 18 
蹑	10 7 1 
信	22 24 
桴	18 4 1 
㓾	13 8 17 9 
廆	24 17 16 2 17 
䆱	15 22 8 14 
呥	10 12 5 6 
趨	5 7 16 19 
谪	24 20 12 
㭦	18 15 19 0 
猈	16 19 17 5 23 
瀉	8 15 21 14 
蝅	6 3 6 9 
洤	8 22 6 6 
匤	0 6 24 8 
讠	24 24 13 21 
恊	13 11 11 11 
䩀	3 9 3 12 8 
渆	8 20 0 9 
傯	22 19 11 13 
职	1 10 
灮	14 16 1 
婯	6 12 24 21 
者	5 19 9 
壤	5 24 10 
侜	22 19 4 24 
䉄	19 1 5 19 
䋇	23 13 24 24 
熏	19 6 11 
惏	13 18 18 24 19 
趓	5 7 12 18 
异	13 0 9 11 
揈	17 16 24 6 10 
莌	0 20 10 16 
渝	8 22 6 9 19 
晫	9 7 9 7 
㻚	6 4 4 6 
㨙	17 4 23 3 
燮	14 24 14 
疭	20 22 22 8 
岳	17 6 12 
葁	0 20 6 21 
叵	0 10 3 6 
僥	22 5 5 16 
蹾	10 7 24 19 
梤	18 12 22 21 
泮	8 20 5 
霹	5 13 10 
锦	16 17 12 
艊	19 4 17 7 
灣	8 23 24 23 
汀	8 18 7 
劀	2 1 19 9 19 
胹	4 3 12 9 
衬	15 20 5 
儙	22 10 7 15 
詨	24 20 16 24 
㤦	13 6 10 16 
婗	21 21 16 13 
瓵	2 10 6 13 
法	8 5 
芑	0 13 1 16 
隤	1 10 7 12 7 
汲	8 4 24 
㺂	16 19 3 19 
䤿	16 3 7 17 
劣	8 19 11 
楧	18 0 12 3 
遀	3 0 4 15 
硍	3 21 4 24 
悋	13 24 10 6 
蛷	9 5 8 24 
兞	3 16 19 13 
霂	5 8 18 20 
萟	0 19 21 24 
汽	8 17 13 
䄳	19 7 6 20 
崧	12 18 22 
录	21 8 
討	24 5 24 
㸬	19 17 6 7 
積	19 6 12 24 
傁	22 21 7 2 
療	20 3 20 8 
蒲	0 8 6 24 
敋	19 10 19 24 
畧	11 19 10 5 
疹	20 22 4 
嫄	21 3 17 8 
睇	7 20 23 19 
藵	0 22 10 4 
㚐	3 3 20 5 
嗬	10 0 22 10 
䔂	0 15 20 9 
溧	8 18 18 24 13 
䵃	18 22 22 22 11 
磻	3 19 14 11 
豮	4 5 0 12 3 
屟	13 0 13 18 
湨	8 7 3 24 
牡	19 17 5 6 
飄	18 5 8 9 18 
剜	15 16 1 9 8 
㙐	5 12 3 9 
煗	14 3 12 3 
苜	0 7 5 3 
楥	18 4 5 2 
竔	20 19 0 7 
篝	19 5 9 5 
䖢	9 8 19 19 
袁	5 10 4 
曝	9 9 0 
炛	14 22 23 1 
懾	13 1 1 1 
彖	23 4 20 
峮	12 21 19 10 
硘	3 11 10 6 
箓	19 21 8 20 
唱	10 9 9 
錹	16 7 4 6 
仴	22 4 6 
峬	12 6 4 24 12 
绳	23 10 9 13 15 
賊	12 0 3 19 
雷	5 11 5 3 
躟	10 7 24 4 
筤	19 24 21 4 
藛	0 15 21 14 
㝡	15 1 2 20 
㳷	8 16 17 9 
蛭	9 6 2 
暕	9 6 11 8 
㨋	17 5 19 9 20 
听	10 17 
妢	21 22 21 13 
庋	24 5 2 
素	6 23 8 
啬	5 20 11 10 
懞	13 0 15 4 
㼗	18 6 13 13 
嗿	10 22 24 12 
㹽	16 19 0 0 
礒	3 20 6 19 9 
噯	10 4 15 19 
柷	18 10 16 13 
㞸	12 6 8 20 
纼	23 23 7 7 18 
檽	18 5 3 9 
艒	19 4 9 7 
齀	19 7 11 13 
筈	19 19 3 5 
鏗	16 0 7 5 11 
唨	10 1 4 6 
妅	21 0 6 
貈	4 4 19 4 
嬏	21 19 14 11 
㲴	17 13 10 7 
殮	6 16 22 22 
旧	7 9 
彎	23 24 23 23 
裝	13 7 3 4 9 
祽	15 24 24 5 
羗	20 3 13 2 
黢	11 5 14 19 
味	10 5 8 
幞	12 7 14 
虞	7 0 10 
锜	16 3 18 10 16 
於	24 22 20 
朁	0 16 0 9 5 
㥽	13 6 12 24 
㚰	21 6 8 6 
䔁	0 18 18 20 22 
裸	15 20 9 18 
伨	22 16 20 6 
話	24 19 3 6 
嵹	12 23 10 9 
荤	0 15 11 9 24 
㭈	18 13 22 24 25 
逪	0 9 15 3 
䗐	24 19 1 9 
博	5 6 4 
㥈	12 7 7 13 
嵃	12 20 19 4 
苚	0 4 9 
弇	22 6 10 0 
喟	10 11 4 
苍	0 22 1 
弔	23 7 10 
㼄	6 23 23 11 
珥	6 1 6 0 
䒴	0 3 4 5 4 
别	10 11 9 
蟜	9 19 3 10 15 
䝳	7 16 2 12 
䊟	14 0 12 24 
嫅	21 20 3 0 
遊	24 19 1 15 
牄	13 7 3 10 1 
彛	21 14 22 0 
擝	17 9 4 11 
誌	24 5 13 24 
䨜	5 4 4 5 11 
菣	0 0 7 2 
廜	24 13 5 9 
刧	5 2 21 13 
焏	1 10 2 14 
眮	7 12 6 10 
守	15 5 
嘼	10 10 11 10 
蚰	9 12 6 
筗	19 22 10 7 2 
祱	15 24 20 16 
芄	0 21 24 
窋	15 22 1 12 
㼪	3 22 22 13 7 
㓐	20 5 22 5 
乙	13 13 11 
糵	0 22 13 14 
炣	14 18 10 6 
穈	24 18 18 19 
謥	24 19 11 13 
兓	0 16 0 16 
簺	19 15 5 5 
䰃	3 4 20 6 
䁅	7 1 11 6 
谑	24 7 0 
㵔	8 3 5 9 
崎	12 3 18 
殑	6 16 3 16 
隀	1 19 6 5 
夑	14 24 14 19 
惰	13 3 0 
忥	17 13 13 20 
㿲	3 18 10 2 
㬩	9 3 7 13 
満	8 0 12 12 
遼	3 20 9 15 
䟠	10 7 0 19 
铌	16 13 23 
鉡	16 20 5 7 
襁	15 20 23 
扁	24 13 12 0 
㚻	11 21 5 
䔙	0 16 16 24 
䟄	5 7 6 12 
筞	19 15 18 20 
滎	14 14 15 8 3 
啇	20 12 3 5 
塺	24 18 18 5 
搲	17 15 22 24 6 
䓡	0 19 3 10 
㽴	20 3 24 8 
掇	17 2 2 
糖	14 24 21 10 
檼	18 4 0 13 
㔀	9 24 8 9 
胅	4 17 22 24 
椒	18 7 8 
㴧	8 19 7 13 18 
讲	24 5 9 
﨨	16 5 20 5 
揬	17 15 22 3 
歺	7 16 20 
出	1 12 
獟	16 19 5 16 9 
鍨	16 22 6 3 
温	8 9 11 
跌	10 7 17 
梣	18 12 22 13 
䩖	0 5 8 19 
䶡	7 1 12 9 
専	6 12 5 20 
岷	12 13 0 
虗	7 0 17 6 
䎮	3 8 20 3 
氙	17 13 12 
瀇	8 24 0 22 
焥	14 15 16 1 
䟎	5 7 5 12 
栺	18 23 9 6 
啪	10 17 17 
塉	5 8 22 4 
萂	0 19 10 5 
㐭	24 11 10 5 
牞	19 17 11 13 
冊	12 0 10 
测	8 12 9 
侄	22 6 2 5 
膣	4 15 22 5 
鞉	0 5 8 16 
鋒	16 19 3 7 
鉲	16 7 7 24 2 
獴	16 19 0 4 
䊪	14 0 9 24 7 
嵳	12 20 3 0 
䢙	12 15 8 
㻆	6 2 4 6 
査	18 4 6 5 
㬒	9 0 3 0 
䯫	9 24 8 10 
芚	0 6 1 13 
彰	20 9 4 
㫤	9 24 13 8 
珓	6 20 16 24 
㶬	14 6 18 24 
旜	24 19 24 6 
啗	10 16 21 6 
䙛	15 20 20 4 7 
昗	9 20 20 
峡	12 6 20 
偺	22 19 7 9 
筐	19 0 6 
馁	16 13 4 
坲	5 23 9 7 
碂	3 15 5 8 
偣	22 20 9 6 
䥀	16 1 7 9 
弄	6 0 9 
柯	18 18 10 
㙳	5 3 6 13 
涕	8 20 23 19 
䪂	0 5 6 8 
瞢	0 11 15 7 4 
誣	24 0 22 22 10 
蛲	9 0 19 16 
碤	3 0 12 3 
㵛	8 20 3 10 
撦	17 3 5 9 0 
焧	14 22 2 13 
懲	19 12 6 13 
䣱	18 6 16 10 24 
彨	6 12 24 4 
乴	17 17 13 1 
䔅	0 18 10 10 
祮	15 24 5 10 1 
質	17 17 12 20 
椑	18 17 19 5 
犗	19 17 15 10 
葘	0 6 21 11 
彋	23 11 6 4 10 
䔄	0 4 17 12 
箁	19 20 10 5 
汍	8 21 24 24 
喏	10 0 3 10 
惕	13 9 16 
䥤	16 5 16 13 5 
莞	0 15 5 16 
摠	17 19 11 13 
系	19 23 8 
硌	3 19 10 
酩	18 6 16 10 
硜	3 6 21 0 
幙	12 7 0 3 5 
秜	19 13 23 13 
竟	20 9 16 
奫	3 8 9 6 
樣	18 20 6 8 
㐔	24 13 1 
䅀	19 6 16 9 
邀	17 24 19 15 
㤓	13 18 6 6 
盭	23 5 20 11 
阴	1 4 
桗	18 4 18 24 
㩰	17 0 10 18 
齪	7 1 10 7 
芗	0 23 19 
㰑	18 13 13 18 
蝐	9 9 7 6 
弼	23 3 9 
瑊	6 3 6 19 20 
爸	22 16 2 
屚	13 5 8 3 
㟨	12 12 3 9 
䛨	24 20 7 
匡	0 6 3 9 
民	13 
栢	18 3 9 6 
飺	7 23 22 4 
昹	9 24 13 8 18 
䫺	3 2 12 9 
菶	0 3 22 7 
嶫	12 14 6 22 
㦞	5 13 0 13 
㠠	12 7 0 11 
禚	15 24 20 14 
狊	7 3 20 
瞭	7 3 20 8 
脢	4 19 23 20 
渄	8 3 9 3 
㫬	9 16 9 6 25 
徊	19 11 10 
痜	20 19 12 21 
噆	10 0 16 9 
㱔	7 23 16 20 
陞	1 19 0 5 
㢓	24 20 9 10 
秐	19 5 2 24 23 
枕	18 15 16 
硑	3 20 0 7 
㸾	19 17 21 13 
袄	15 20 19 
忊	13 18 7 
摰	5 22 5 17 
譠	24 24 11 6 
睒	7 14 14 24 
䧏	1 19 3 7 
㡯	24 19 0 21 
圝	11 23 24 23 
吮	10 2 16 
腉	4 21 16 13 
斓	24 20 6 8 10 
㸏	24 18 18 14 11 
拘	17 16 10 
犂	19 16 19 7 
忬	13 2 1 7 
悭	13 9 2 
啥	10 22 5 10 
䅩	19 5 2 22 
嬷	21 24 18 
曈	9 20 9 5 
褛	15 20 14 
棨	24 13 19 18 
㖇	10 3 12 9 
毤	22 2 16 13 
昈	9 24 13 19 
㛫	21 9 16 17 
疓	20 4 21 
㗎	10 11 10 18 
掕	17 5 22 19 
㡾	24 21 4 8 
秮	19 2 10 6 
窕	15 22 8 
尨	3 13 4 4 
烘	14 0 22 
睕	7 15 16 1 
儖	22 0 7 11 
腠	4 3 22 
㿹	7 2 5 15 
擺	17 11 2 23 
䭪	16 13 9 5 
䄴	19 4 6 
貰	0 13 12 20 
蔵	0 3 0 19 
眭	7 5 5 
滳	8 20 12 10 
茡	0 15 1 5 
諹	24 9 6 17 
奖	20 16 3 
䤆	18 6 22 3 
栒	18 16 9 6 
藟	0 11 11 11 
憃	3 22 21 13 13 
婧	21 6 4 
㑐	22 7 8 24 
糒	14 0 19 4 
