Class name	IDS Label Sequece
圛	9 286 1 190 1 141 1 128 212 
㧛	1 0 361 1 189 155 374 
䆞	1 1 142 143 1 152 169 
稄	0 135 1 1 178 143 248 
㼬	0 1 141 1 128 212 365 
咺	0 129 1 139 1 152 139 
酓	1 1 1 137 155 355 257 
镯	0 221 1 190 2 210 258 
岄	0 249 157 
淞	0 185 0 170 1 143 178 
荂	1 133 1 140 1 139 256 
㫍	0 191 1 189 0 0 131 151 161 
狮	0 298 0 0 151 207 1 139 186 
敢	0 1 265 231 161 
瘭	5 201 1 264 358 
合	1 1 137 139 129 
䚓	0 1 264 1 152 197 1 163 130 
栰	0 170 0 131 136 
映	0 152 329 
䬋	4 6 154 1 207 258 1 1 141 143 248 
㟛	1 249 0 209 351 
㳍	0 185 5 174 186 
汨	0 185 152 
㷘	0 234 1 1 178 129 170 
襖	0 173 1 6 1 207 220 218 140 
诳	0 127 0 298 226 
窐	1 1 142 143 1 141 141 
嗯	0 129 1 9 286 140 188 
璼	0 226 1 0 291 1 189 155 330 
霨	1 146 0 5 148 358 266 
锳	0 221 1 133 329 
䘬	0 173 2 136 174 
笪	1 11 1 152 139 
㛪	0 145 1 140 263 
䙀	0 173 0 157 157 
僦	0 131 0 1 1 158 129 206 4 334 155 
勤	0 1 134 10 238 
痌	5 201 6 220 1 139 129 
嚋	0 129 1 1 1 1 233 265 149 139 0 129 266 
霰	1 146 0 1 241 6 312 177 161 
泠	0 185 1 1 137 155 299 
甮	1 2 210 0 207 207 6 220 25 
剒	0 1 241 152 199 
斐	1 138 277 
懫	0 153 1 0 282 282 1 163 143 
栌	0 170 1 219 148 
抽	0 209 381 
燀	0 234 1 0 129 129 19 
哛	1 0 129 169 1 143 271 
詓	0 156 1 141 178 
椐	0 170 5 148 1 197 129 
峺	0 249 420 
葺	1 133 1 129 231 
㹭	0 298 253 
薬	1 133 1 9 1 128 143 300 170 
赹	4 1 141 171 2 210 222 
袒	0 173 1 152 139 
䰠	4 314 318 
揀	0 209 364 
鈭	1 0 168 169 166 
䓫	1 133 1 140 2 167 129 
皌	0 300 405 
䞭	4 1 141 171 1 1 178 143 248 
鏴	0 166 0 1 129 168 1 248 129 
弲	0 164 1 129 157 
躇	0 1 129 168 1 133 5 262 152 
糋	0 218 1 306 0 157 199 
叞	0 5 148 358 175 
倞	0 131 1 1 158 129 206 
跇	0 1 129 168 202 
汁	0 185 197 
滴	0 185 1 1 158 128 6 220 1 197 129 
屝	5 148 138 
誃	0 156 1 204 204 
㳀	0 185 136 
㱳	1 1 133 1 152 140 319 
釖	0 166 271 
真	1 197 1 26 143 
迚	4 228 337 
臯	1 323 7 197 1 128 143 
崂	0 249 1 1 133 195 238 
哴	0 129 1 155 304 
徽	0 165 0 1 1 249 139 162 161 
釘	0 166 167 
跅	0 1 129 168 322 
栯	0 170 5 174 157 
㪋	0 1 152 212 1 219 175 
黊	0 1 1 241 381 143 1 141 141 
㡐	0 186 1 306 0 157 199 
崭	1 249 0 250 282 
苽	1 133 354 
又	175 
粽	0 218 1 142 358 
俅	0 131 369 
廾	227 
憯	0 153 1 0 368 368 152 
悅	0 153 1 143 1 129 130 
舱	0 288 1 137 205 
窭	1 1 142 143 1 218 145 
杮	0 170 378 
慌	0 153 1 133 1 350 9 130 151 
㡸	5 224 399 
亩	1 158 240 
㻎	7 140 0 226 226 
堼	1 0 1 141 141 266 141 
鋃	0 166 1 155 304 
䑖	0 193 390 
腘	0 157 9 286 339 
羿	1 0 183 183 227 
愋	0 153 1 1 260 139 5 174 175 
屆	5 148 3 308 141 
摩	5 224 1 0 170 170 374 
寒	1 1 1 142 1 181 139 143 373 
狸	0 298 274 
䰂	1 0 270 216 1 260 170 
辇	1 0 293 293 250 
椯	0 170 1 249 284 
䅖	0 135 1 140 263 
觐	0 1 134 10 294 
便	0 131 420 
憊	1 0 131 1 133 5 391 6 220 25 188 
袪	0 173 1 141 178 
鈯	0 166 172 
蒺	1 133 5 201 1 189 140 
媄	0 145 1 1 306 141 140 
䓴	1 133 1 284 140 
稟	1 1 158 9 286 129 135 
墙	0 141 1 7 141 128 9 286 129 
幏	0 186 1 142 269 
故	0 1 197 129 161 
鼼	0 1 323 1 240 283 276 
賄	0 1 163 143 5 174 157 
攲	0 1 140 2 167 129 1 197 175 
佃	0 131 240 
郚	0 1 357 129 217 
㕢	0 1 1 219 6 220 139 1 163 143 175 
唵	0 129 1 140 263 
琗	0 226 1 1 158 0 137 137 197 
䓏	1 133 1 232 129 
烟	0 234 9 286 140 
翞	0 0 183 183 1 1 158 129 206 
㓡	0 261 199 
㲞	0 1 1 158 0 137 137 197 279 
仍	0 131 327 
庀	5 224 169 
㵺	0 185 1 11 1 12 197 
㩎	0 209 0 1 152 157 239 
㾔	5 201 1 129 129 
棺	0 170 1 142 176 
㾴	5 201 1 170 278 
偑	0 131 6 154 1 207 258 
煛	1 0 163 163 234 
疬	5 201 5 285 238 
弅	1 1 143 271 227 
粬	0 218 352 
芻	1 2 210 13 2 210 13 
砩	0 179 389 
馐	0 296 5 243 275 
跎	0 1 129 168 1 142 169 
㾨	5 201 1 140 2 167 129 
颺	4 6 154 1 207 258 1 1 152 139 2 210 0 207 207 
奧	1 6 1 207 220 242 140 
眢	1 0 204 205 163 
溲	0 185 1 20 175 
池	0 185 333 
䒓	1 133 256 
邌	4 228 1 0 135 2 210 207 1 137 325 
霏	1 146 138 
垩	1 273 141 
宨	1 142 397 
纯	0 297 388 
㼀	0 226 4 228 1 141 243 
滤	0 185 5 343 188 
竌	0 147 154 
蚑	0 258 1 197 175 
僒	0 131 1 1 142 143 5 317 129 
㻀	0 226 34 
䘭	0 173 1 1 139 178 141 
舢	0 288 249 
窨	1 1 142 143 1 147 152 
釣	0 166 2 210 155 
禔	0 254 1 152 1 139 171 
妛	1 1 13 139 145 
䄗	0 358 9 0 376 290 139 
櫫	1 0 269 5 262 152 170 
馑	0 296 1 134 10 
儓	0 131 1 1 1 233 129 195 1 1 139 178 141 
瑗	0 226 1 1 260 139 5 174 175 
督	1 0 1 305 206 175 163 
僗	0 131 1 1 0 234 234 195 238 
譂	0 156 1 0 129 129 19 
擀	0 209 0 1 197 1 152 197 1 137 212 
垾	0 141 1 152 212 
扂	5 251 1 219 129 
㧆	0 209 186 
謖	0 156 1 1 240 143 248 
槶	0 170 9 286 2 136 1 129 139 
㰉	0 170 0 1 1 139 178 141 1 316 135 
䋕	1 0 131 1 207 233 162 
凎	0 222 166 
暾	0 152 0 1 1 158 129 309 161 
鍣	0 166 1 133 1 271 129 
䆿	1 1 142 143 0 290 1 323 170 
湳	0 185 1 197 6 220 1 128 212 
䙯	0 173 1 9 17 1 305 206 1 129 171 
㨉	0 209 1 180 152 
波	0 185 353 
跻	0 1 129 168 1 277 0 207 151 
䝤	0 303 1 1 7 140 128 152 206 
蟃	0 258 1 1 152 190 175 
辌	0 250 1 1 158 129 206 
詖	0 156 353 
蛎	0 258 5 285 338 
薽	1 133 0 1 264 141 365 
濅	0 185 1 1 142 1 1 215 195 186 175 
㖄	0 129 387 
䜓	0 156 1 133 1 202 170 
䟯	0 1 129 168 1 236 129 
㕧	0 129 148 
㐿	0 131 374 
扒	0 209 143 
㽃	0 1 242 240 365 
烅	0 234 1 207 330 
暱	0 152 8 211 1 133 5 174 129 
錻	0 166 2 28 168 
哋	0 129 0 141 333 
糚	0 218 1 133 0 290 233 
晏	1 152 1 142 145 
瑃	0 226 1 316 152 
固	9 286 1 197 129 
桶	0 170 1 299 6 220 25 
筧	1 11 1 163 130 
䞽	4 1 141 171 1 1 197 195 162 
裿	0 173 1 140 2 167 129 
䤑	0 257 1 1 241 381 143 
㝕	1 1 142 188 175 
䒈	0 288 1 1 197 227 1 163 143 
轲	0 250 2 167 129 
夼	1 140 366 
瀘	0 185 5 343 1 240 330 
㿅	5 201 0 165 1 168 171 
㴊	0 185 0 1 306 13 199 
并	1 128 1 139 227 
懓	0 153 1 1 260 195 1 188 248 
抃	0 209 1 155 404 
稸	0 135 1 1 158 159 240 
疸	5 201 1 152 139 
锚	0 221 1 133 240 
叾	1 360 129 
簗	1 11 1 0 185 0 2 271 207 155 170 
箘	1 11 9 286 135 
肆	0 270 307 
狲	0 298 0 309 206 
炚	0 152 234 
罌	1 0 1 163 143 1 163 143 261 
譳	0 156 1 146 284 
㴰	0 185 0 1 178 6 312 177 1 169 169 
搳	0 209 1 1 142 214 129 
胣	0 157 1 189 333 
嚈	0 129 5 285 0 1 152 157 239 
簋	1 1 11 304 330 
㮛	0 170 1 152 1 139 171 
㨰	0 209 1 1 158 1 143 178 150 
粫	0 218 284 
趥	4 1 141 171 1 128 257 
勯	0 1 1 158 9 286 129 1 152 139 238 
丫	346 
珌	0 226 335 
潸	0 185 1 0 170 170 157 
扌	209 
啳	0 129 1 1 128 293 205 
碌	0 179 1 215 325 
碢	0 179 6 371 129 
蟇	1 1 133 1 152 140 258 
舔	0 1 236 129 1 1 139 140 418 
椊	0 170 1 1 158 0 137 137 197 
㠫	1 0 149 6 154 155 293 
䶍	0 1 1 139 178 141 1 323 1 240 283 
㘔	0 129 1 1 1 142 1 181 139 143 1 163 143 
樫	0 170 1 0 291 175 141 
㤝	0 153 1 1 158 178 130 
䧃	0 217 240 
娨	0 145 1 152 212 
姃	0 145 1 139 168 
貦	0 1 163 143 1 139 144 
㡌	0 186 1 152 157 
㫶	0 152 1 1 215 195 186 
隊	0 217 1 128 269 
縈	1 1 0 234 234 195 162 
培	0 141 1 147 129 
䖐	0 282 5 343 154 
㻝	0 226 0 302 199 
齬	0 1 168 3 308 1 1 0 137 137 139 0 137 137 1 357 129 
䎩	0 401 1 198 240 
䢽	1 1 241 143 1 129 268 
跀	0 1 129 168 157 
箮	1 11 1 142 1 139 1 152 139 
䰮	4 314 1 1 306 141 359 
挌	0 209 1 248 129 
琜	0 226 7 170 0 137 137 
将	0 398 1 204 266 
罞	1 190 247 
墅	1 0 274 342 141 
湈	0 185 1 351 170 
䎜	0 5 262 169 5 262 169 
槛	0 170 1 0 361 1 189 155 330 
酖	0 257 328 
澓	0 185 0 165 1 1 189 152 248 
䦷	6 321 7 141 0 137 137 
杬	0 170 1 139 144 
㧴	0 209 359 
瑩	1 1 0 234 234 195 339 
羳	0 243 1 242 240 
瑫	0 226 1 260 193 
䖜	1 0 5 343 154 5 343 154 152 
㤕	0 153 172 
徸	0 165 1 147 274 
贎	0 1 163 143 1 133 370 
虿	1 338 258 
㳖	0 185 192 
针	0 221 197 
铐	0 221 5 262 256 
䢡	4 228 1 202 170 
罈	0 261 1 264 1 152 197 
惌	1 1 142 0 204 205 188 
摺	0 209 1 0 183 183 300 
眻	0 163 243 
䥭	1 0 369 369 166 
调	0 127 6 312 1 141 129 
䚒	0 1 147 274 1 163 130 
据	0 209 5 148 1 197 129 
偬	0 131 1 24 188 
瑒	0 226 1 1 152 139 2 210 0 207 207 
罢	1 190 1 141 178 
㵵	0 185 1 0 231 175 416 
赳	4 1 141 171 276 
蹈	0 1 129 168 1 260 193 
䝑	0 269 1 147 274 
欖	0 170 1 0 291 1 1 189 139 190 1 163 130 
詏	0 156 0 159 238 
㯬	1 0 170 170 4 235 307 
樯	0 170 1 7 141 128 9 286 129 
猰	0 298 1 0 214 271 140 
阝	217 
窺	1 1 142 143 0 293 1 163 130 
㞎	5 148 268 
㓽	0 1 249 1 142 358 199 
魗	0 1 1 1 1 233 265 149 139 0 129 266 314 
歼	0 319 236 
斧	1 356 282 
撼	0 209 1 6 9 17 139 129 188 
矚	0 163 5 148 1 7 151 1 128 143 1 190 2 210 258 
尀	0 8 211 129 266 
镼	0 270 5 148 172 
胈	0 157 4 5 174 175 155 
芠	1 133 277 
䈎	1 11 1 202 170 
縢	0 157 1 1 128 293 162 
嶳	1 1 249 269 0 141 141 
詪	0 156 304 
訪	0 156 191 
䓌	1 133 1 233 188 
蟙	0 258 2 3 136 1 158 128 152 
䀐	0 163 216 
债	0 131 1 347 292 
罻	1 190 0 5 148 358 266 
搒	0 209 1 1 1 158 128 195 191 
䇛	1 11 168 
哄	0 129 1 241 143 
茿	1 133 0 149 6 154 155 
蠯	5 224 1 1 12 197 0 258 258 
㥫	0 153 1 1 158 129 152 
幷	0 1 207 212 1 207 212 
㴵	0 185 1 335 330 
㨫	0 209 1 0 361 1 189 155 330 
䢎	4 228 1 139 227 
杪	0 170 1 206 207 
帧	0 186 1 219 292 
戨	0 1 2 167 129 2 167 129 136 
垇	0 141 465 
剠	0 1 1 158 129 206 199 
㞒	5 148 323 
耳	231 
移	0 135 1 204 204 
京	1 1 158 129 206 
㡺	5 224 1 152 139 
㷵	0 234 203 
䄅	1 1 128 293 358 
蛵	0 258 1 1 139 198 149 
㺴	0 226 239 
憇	1 0 1 236 129 351 188 
裂	1 0 319 199 192 
蕆	1 133 9 17 1 163 143 
嚂	0 129 1 0 291 1 189 155 330 
蠻	1 0 0 162 156 162 258 
媳	0 145 1 323 188 
扩	0 209 224 
豽	0 303 132 
镨	0 221 1 1 306 311 152 
崌	0 249 5 148 1 197 129 
粖	0 218 405 
褃	0 173 1 168 157 
䄊	0 254 1 233 188 
疇	0 240 1 1 1 1 233 265 149 139 0 129 266 
芧	1 133 342 
衷	1 1 158 337 150 
廸	4 235 381 
雺	1 146 247 
㗅	0 129 0 1 197 129 157 
繠	1 1 188 0 188 188 162 
㹴	0 298 420 
嫂	0 145 1 20 175 
濠	0 185 1 1 1 158 129 195 269 
䬎	4 6 154 1 207 258 2 136 1 129 139 
㙸	0 141 0 131 1 1 311 306 293 
䔔	1 133 1 1 147 152 130 
釙	0 166 229 
徚	0 165 364 
㬤	0 152 1 152 1 0 159 159 267 
䅤	0 135 35 
乱	0 1 236 129 341 
㗄	0 129 1 190 191 
嗫	0 129 1 231 0 175 175 
㠥	0 249 1 1 240 0 240 240 141 
㜻	0 145 1 0 0 162 156 162 188 
囫	9 286 2 210 0 207 207 
䅍	0 135 4 235 1 207 233 
㗥	0 129 0 1 1 158 129 309 217 
䡀	0 320 1 1 158 9 286 129 1 152 139 
䊬	1 0 135 196 218 
塐	0 141 1 347 162 
勛	0 1 129 1 163 143 238 
羥	0 243 1 1 139 198 149 
蟥	0 258 1 1 241 381 143 
齦	0 1 168 3 308 1 1 0 137 137 139 0 137 137 304 
锎	0 221 6 321 1 139 227 
㚥	0 145 280 
嶯	1 249 0 1 129 231 136 
袱	0 173 0 131 239 
蕎	1 133 1 1 1 207 140 129 6 220 129 
橝	0 170 1 264 1 152 197 
䟟	0 322 1 129 171 
㻶	0 226 1 11 307 
堞	0 141 1 202 170 
慪	0 153 8 211 1 129 0 129 129 
焹	0 234 6 220 1 306 350 
畟	1 1 240 143 248 
谓	0 127 1 240 157 
橯	0 170 1 1 0 234 234 195 238 
誒	0 156 1 178 1 189 140 
熒	1 1 0 234 234 195 234 
屮	13 
鎑	0 166 1 1 141 178 330 
䅭	0 135 1 1 1 158 128 195 191 
㫚	1 2 210 0 207 207 152 
殆	0 319 1 178 129 
鎚	0 166 4 228 326 
䄯	0 135 1 139 227 
苕	1 133 1 271 129 
匒	2 210 1 133 1 1 137 139 129 
䘚	1 192 197 
䎍	0 0 183 183 246 
荔	1 133 1 238 0 238 238 
上	305 
炜	0 234 427 
髦	1 0 270 216 279 
泄	0 185 202 
孝	5 262 309 
斋	1 277 284 
蓊	1 133 1 1 143 178 0 183 183 
鈼	0 166 399 
墂	0 141 1 264 358 
唀	0 129 1 135 327 
袬	1 1 158 1 178 129 150 
垫	1 0 209 345 141 
瑸	0 226 1 142 1 348 143 
䯼	1 0 270 216 0 298 234 
䏌	1 143 157 
㟟	1 249 1 1 241 143 255 
睪	1 190 1 141 1 128 212 
圱	0 236 141 
䗓	0 258 1 24 188 
铙	0 221 1 21 144 
愪	0 153 1 129 1 163 143 
朖	0 157 1 155 304 
䏫	0 6 312 177 0 131 170 
睋	0 163 359 
㣛	0 165 1 1 137 139 129 
鞎	0 200 304 
㶞	0 185 1 152 1 1 158 1 0 129 129 1 181 139 150 
䘔	0 1 207 330 1 142 1 248 129 
䈽	1 11 1 134 10 
㤄	0 153 378 
握	0 209 5 148 1 1 139 178 141 
師	0 326 1 139 186 
箑	1 11 390 
翀	0 0 183 183 337 
㞯	1 395 249 
谉	0 127 1 142 318 
祷	0 254 5 14 266 
䩜	0 200 381 
憟	0 153 1 264 218 
纩	0 297 224 
谤	0 127 1 1 1 158 128 195 191 
䁁	0 163 1 1 158 129 206 
碻	0 179 1 1 158 129 6 220 129 
侇	0 131 375 
玉	339 
撏	0 209 1 1 215 0 149 129 266 
鎶	0 166 1 2 167 129 2 167 129 
纹	0 297 277 
㢣	1 0 1 133 2 210 129 161 227 
汴	0 185 1 155 404 
昸	0 152 1 248 373 
缇	0 297 1 152 1 139 171 
悡	1 0 135 199 188 
檪	0 170 1 9 1 128 143 300 170 
竒	1 1 158 128 2 167 129 
嗌	0 129 1 1 306 143 330 
䤠	0 166 168 
使	0 131 438 
倢	0 131 390 
钾	0 221 433 
坜	0 141 5 285 238 
馧	0 1 135 152 1 9 286 137 330 
䖅	1 133 1 1 146 0 0 129 129 129 7 149 0 137 137 
炭	1 249 5 174 234 
衭	0 173 293 
豚	0 157 269 
桦	0 170 1 0 131 169 197 
碈	0 179 1 331 152 
唊	0 129 7 140 0 137 137 
㟑	0 249 1 1 197 195 309 
笂	1 11 345 
啨	0 129 1 347 157 
匵	8 211 1 233 1 190 1 163 143 
莙	1 133 5 317 129 
捚	0 209 274 
䧫	0 217 1 1 1 158 129 195 269 
㳔	0 185 0 175 266 
籽	0 218 309 
恝	1 0 214 271 188 
㔻	1 232 197 
語	0 156 1 357 129 
㢨	0 164 212 
瘣	5 201 314 
㰓	0 170 1 0 291 1 189 139 1 163 143 
渫	0 185 1 202 170 
䵤	1 1 139 227 203 
弟	1 128 18 
匽	8 211 1 152 145 
澶	0 185 1 1 158 9 286 129 1 152 139 
芏	1 133 141 
涅	0 185 1 152 141 
㷣	0 234 1 1 306 141 301 
详	0 127 243 
伈	0 131 188 
㳛	0 185 414 
蹙	1 9 17 1 305 206 1 129 171 
犠	0 301 1 1 306 141 359 
擣	0 209 1 1 1 1 233 265 149 139 0 129 266 
鋸	0 166 5 148 1 197 129 
䋤	0 1 347 162 2 210 155 
妘	0 145 1 177 178 
䞤	4 1 141 171 2 210 129 
芽	1 133 313 
醛	0 257 1 133 1 137 226 
牖	0 376 5 251 246 
㳿	0 185 1 1 158 178 170 
葬	1 1 133 0 319 169 227 
㴝	1 0 135 199 1 137 287 
㠳	1 187 186 
恭	1 1 241 143 418 
㿡	1 300 397 
毲	0 1 0 175 175 0 175 175 279 
绽	0 297 1 142 1 139 171 
䢫	4 228 0 217 1 5 174 149 157 
豶	0 269 1 1 197 227 1 163 143 
涳	0 185 1 1 142 143 149 
襡	0 173 1 190 2 210 258 
䒣	1 133 31 
澼	0 185 0 5 148 129 1 147 197 
婈	0 145 1 1 141 143 248 
㘦	0 141 238 
遚	4 228 1 20 175 
鋛	0 166 244 
䈘	1 11 1 306 0 159 159 
圅	1 299 9 286 1 128 212 
櫱	1 0 1 13 326 1 147 197 170 
㴱	0 185 1 1 142 143 7 140 128 
鏞	0 166 5 224 22 
㲯	0 1 0 291 1 189 155 330 279 
㐤	4 237 1 197 1 26 143 
地	0 141 333 
䂼	0 179 1 1 1 137 155 355 188 
辒	0 250 1 152 330 
憸	0 153 1 1 1 137 139 0 129 129 0 137 137 
暪	0 152 1 134 7 186 0 187 187 
婳	0 145 1 139 3 308 240 
裹	1 1 158 196 150 
㭣	0 170 6 321 129 
弽	0 164 1 202 170 
洘	0 185 5 262 256 
麩	0 1 7 170 0 137 137 248 293 
钟	0 221 337 
䢟	4 228 0 191 161 
流	0 185 1 1 158 178 9 130 151 
豵	0 269 0 165 1 0 137 137 171 
䩗	0 200 157 
矌	0 163 5 224 1 1 241 381 143 
䀲	0 163 1 189 223 
誩	0 156 156 
幰	0 186 1 1 1 142 214 190 188 
齾	1 0 5 343 1 1 139 129 6 220 1 128 1 139 151 239 1 168 3 308 1 1 0 137 137 139 0 137 137 
嶵	0 249 1 190 138 
㢁	5 224 1 204 204 
蚸	0 258 322 
䂖	8 179 155 
䕎	1 133 0 152 1 1 139 129 240 
镈	0 221 1 246 266 
晗	0 152 1 1 1 137 155 355 129 
烾	1 1 234 234 141 
霠	1 146 0 147 1 1 137 155 355 
藘	1 133 5 343 1 240 188 
㰁	0 170 1 179 0 179 179 
蘬	1 133 0 1 326 168 1 1 215 195 186 
诩	0 127 0 183 183 
薶	1 133 0 303 274 
荍	1 133 0 276 161 
嬲	0 0 1 240 238 145 1 240 238 
㳘	0 185 1 1 158 178 130 
遽	4 228 5 343 269 
刐	0 379 199 
見	1 163 130 
沎	0 185 0 131 169 
拿	1 1 1 137 139 129 374 
鼾	0 1 323 1 240 283 212 
柶	0 170 324 
㽛	0 240 2 210 129 
詮	0 156 1 137 226 
堜	0 141 364 
䇼	1 11 1 129 268 
蓸	1 133 1 27 152 
陦	0 217 5 14 266 
杅	0 170 280 
啜	0 129 1 0 175 175 0 175 175 
䇙	1 11 0 164 151 
筩	1 11 1 299 6 220 25 
决	0 222 349 
䏣	0 6 312 177 278 
䑬	0 288 397 
䃽	0 254 1 197 175 
䛋	0 156 230 
奰	1 1 190 0 190 190 140 
㧭	1 0 149 217 374 
烿	0 234 0 379 216 
忚	0 153 333 
暥	0 152 1 152 1 142 145 
䵢	0 203 363 
汶	0 185 277 
伲	0 131 5 148 169 
粇	0 218 1 158 154 
籖	1 11 2 3 136 197 1 138 139 
瓨	0 149 365 
踜	0 1 129 168 1 1 141 143 248 
䓒	1 133 2 210 240 
玽	0 226 2 210 129 
噈	0 129 0 1 1 158 129 206 4 334 155 
罯	1 190 1 147 152 
垰	0 141 1 305 404 
㔰	8 211 0 204 229 
咶	0 129 1 236 129 
斌	0 277 2 28 168 
焍	0 234 1 128 18 
塰	1 0 185 1 189 223 141 
栛	0 170 1 238 0 238 238 
舥	0 288 268 
柝	0 170 322 
嬰	1 0 1 163 143 1 163 143 145 
䟭	0 1 129 168 399 
巷	1 1 241 143 255 
铿	0 221 1 0 361 175 141 
嬤	0 145 5 224 1 0 170 170 159 
夯	1 140 238 
㨧	0 209 1 1 178 140 240 
䫾	4 6 154 1 207 258 335 
䎿	0 231 0 135 234 
井	181 
䁵	0 163 1 1 190 1 139 129 150 
㤷	0 153 1 1 1 137 155 355 129 
湌	0 185 411 
暯	0 152 1 133 1 152 140 
訟	0 156 1 143 178 
曺	1 53 152 
痭	5 201 0 157 157 
㨊	0 209 1 5 174 149 157 
厂	285 
榵	0 170 1 133 231 
補	0 173 246 
䯱	1 0 270 216 232 
羣	1 5 317 129 243 
䍌	0 261 1 147 129 
刿	0 1 249 204 199 
鎁	0 166 0 231 217 
㹔	0 301 1 1 1 139 240 1 139 240 139 
䖾	0 258 1 142 1 139 144 
炪	0 234 172 
嘣	0 129 1 249 0 157 157 
銠	0 166 5 262 169 
㤼	0 153 0 1 141 178 238 
痑	5 201 1 204 204 
㳚	0 185 9 17 155 
䎟	0 145 284 
㽼	5 201 0 164 151 
䂪	0 179 397 
枼	1 202 170 
缈	0 297 0 163 1 206 207 
溟	0 185 1 195 1 152 1 158 143 
翐	0 0 183 183 0 207 293 
霅	1 146 156 
润	0 185 6 321 226 
㵾	0 185 0 1 347 157 1 163 130 
澺	0 185 1 1 147 152 188 
曑	1 1 152 0 152 152 1 137 216 
崉	0 249 1 287 152 
蹣	0 1 129 168 1 134 7 186 0 187 187 
玓	0 226 2 210 155 
蝭	0 258 1 152 1 139 171 
衒	0 0 165 1 158 159 1 139 167 
羴	1 243 0 243 243 
鞪	1 0 247 161 200 
㸁	0 234 1 311 1 306 363 
㝰	1 142 1 1 323 1 142 143 191 
䛷	0 156 1 142 0 204 205 
䐆	0 157 1 260 170 
图	9 286 1 248 373 
芸	1 133 1 177 178 
诲	0 127 1 189 223 
㒅	0 131 1 1 158 1 204 204 150 
虨	0 5 343 0 170 170 216 
论	0 127 1 137 169 
责	1 347 292 
赁	1 0 131 1 207 233 292 
䅏	0 135 5 148 279 
淏	0 185 1 152 1 139 140 
蓜	1 133 0 257 395 
裼	0 173 1 152 2 210 0 207 207 
燌	0 234 1 1 197 227 1 163 143 
䰰	0 1 146 284 314 
圠	0 141 341 
泱	0 185 329 
䓐	1 133 1 140 388 
涍	0 185 5 262 309 
孶	1 1 133 0 159 159 309 
萗	1 133 1 142 358 
畑	0 234 240 
嚶	0 129 1 0 1 163 143 1 163 143 145 
横	0 170 1 1 241 381 143 
䴸	4 1 7 170 0 137 137 248 1 260 309 
㘴	7 141 0 129 137 
䓗	1 133 1 1 143 178 188 
够	0 2 210 129 1 204 204 
釳	0 166 1 189 252 
䤐	0 257 1 0 368 368 152 
蛀	0 258 1 158 141 
迣	4 228 202 
阉	6 321 1 140 263 
苻	1 133 0 131 266 
傣	0 131 1 316 325 
跜	0 1 129 168 5 148 169 
被	0 173 353 
狽	0 298 1 163 143 
囤	9 286 388 
㜁	0 145 1 170 1 152 139 
裟	1 0 185 1 206 207 192 
㪦	0 1 142 1 1 139 381 143 161 
㗻	0 129 4 228 6 371 129 
䉿	0 218 421 
褗	0 173 8 211 1 152 145 
撘	0 209 1 11 1 1 137 139 129 
琬	0 226 1 142 0 204 205 
郙	0 246 217 
帼	0 186 9 286 339 
窼	1 1 142 143 1 198 196 
䊖	0 218 1 197 6 220 1 128 212 
㛷	1 0 135 4 334 155 145 
漞	0 185 1 260 1 163 130 
鏓	0 166 1 9 1 207 286 248 188 
䙵	1 264 1 141 141 
眣	0 163 0 207 293 
螀	1 0 398 1 204 266 258 
圬	0 141 1 139 256 
诺	0 127 1 133 5 174 129 
傶	0 131 9 17 1 305 206 
㐮	1 1 1 158 143 1 181 139 150 
窪	1 1 142 143 0 185 1 141 141 
珅	0 226 318 
涓	0 185 1 129 157 
媾	0 145 1 1 181 139 182 
㓅	0 222 167 
淍	0 185 6 312 1 141 129 
㽟	0 240 1 260 266 
蹽	0 1 129 168 1 1 7 140 128 152 206 
谱	0 127 1 1 306 311 152 
鏅	0 166 0 0 131 151 1 248 157 
膸	0 157 4 228 1 5 174 149 157 
㑿	0 131 1 198 196 
凔	0 222 1 1 137 155 5 9 148 139 129 
㫕	1 152 144 
跮	0 1 129 168 1 1 139 178 141 
㗂	0 129 1 1 206 207 163 
囯	9 286 226 
鉻	0 166 1 248 129 
殜	0 319 1 202 170 
舴	0 288 399 
㦠	0 153 0 1 311 1 306 141 266 
辠	1 323 1 147 197 
㷽	0 234 1 1 243 306 129 
恉	0 153 1 169 152 
黱	0 157 1 1 128 293 203 
俷	0 131 0 157 268 
鏔	0 166 1 142 1 1 139 381 143 
䬕	0 6 154 1 207 258 6 154 1 207 258 
槠	0 170 0 127 5 262 152 
㢅	5 224 1 226 227 
苒	1 133 182 
㲚	1 0 185 1 206 207 279 
漌	0 185 1 134 10 
䖏	5 343 24 
廿	134 
矽	0 179 204 
伎	0 131 1 197 175 
嫖	0 145 1 264 358 
㝙	1 142 1 1 226 139 143 
䵛	0 1 135 1 137 325 1 0 291 175 141 
镄	0 221 1 389 292 
畤	0 240 1 141 266 
籑	1 1 1 11 163 140 1 155 304 
䓆	1 133 0 209 282 
幅	0 186 1 1 139 129 240 
㧷	0 209 1 1 139 140 129 
㩏	0 209 203 
蛴	0 258 1 277 0 207 151 
奎	1 140 1 141 141 
鏥	0 166 1 142 0 131 1 139 300 
䊉	0 218 1 142 170 
羜	0 243 1 142 167 
覦	0 1 1 137 139 0 157 199 1 163 130 
䩪	0 200 1 142 176 
妥	1 260 145 
䢃	1 0 5 148 129 1 147 197 213 
芼	1 133 279 
鞮	0 200 1 152 1 139 171 
婹	0 145 1 264 145 
